Case,Element,Shader,Interpolator,Total Elems,Vis Elems,Total Px,Shaded Px,Geom Time [ms],Raster Time [ms],Save Time [ms],Frame Time [ms],E2E Time [ms],Geom TP [MElem/s],Raster TP [MPx/s],Frame TP [MPx/s],E2E TP [MPx/s]
tri3_nodal_grey,tri3,nodal_grey,nodal,0.000000,0.000000,0.000000,0.000000,2.401336,2.583589,26.476578,2.490694,2.250104,2.460419,2.652109,2.554314,2.242441
tri3_nodal_rgb,tri3,nodal_rgb,nodal,0.000000,0.000000,0.000000,0.000000,2.368710,1.743749,19.955654,1.477279,1.168712,2.426179,1.764072,1.455773,1.155211
tri3_tex8_grey_linear_direct,tri3,tex8_grey,linear,0.000000,0.000000,0.000000,0.000000,3.888422,4.831843,23.752969,3.000554,2.210873,3.777719,5.077164,3.093372,2.260857
tri3_tex8_grey_cubic_catmull_rom_direct,tri3,tex8_grey,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,3.195121,3.073527,31.034483,2.398337,1.586029,3.300578,3.012198,2.342164,1.561267
tri3_tex8_grey_cubic_catmull_rom_lut_lerp,tri3,tex8_grey,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,3.377347,1.842221,16.635860,1.821541,1.059905,3.495399,1.876796,1.855337,1.071260
tri3_tex8_grey_cubic_mitchell_netravali_lut_lerp,tri3,tex8_grey,cubic_mitchell_netravali,0.000000,0.000000,0.000000,0.000000,3.598881,2.664066,18.367347,2.197622,1.065769,3.473861,2.736981,2.247002,1.077250
tri3_tex8_grey_lanczos3_lut_lerp,tri3,tex8_grey,lanczos3,0.000000,0.000000,0.000000,0.000000,5.413838,1.699827,19.960080,1.489697,1.710981,5.723711,1.729221,1.467831,1.740766
tri3_tex8_grey_cubic_bspline_lut_lerp,tri3,tex8_grey,cubic_bspline,0.000000,0.000000,0.000000,0.000000,7.713788,2.939701,13.123360,5.618013,4.537109,7.408555,3.028736,5.319180,4.752746
tri3_tex8_grey_quintic_bspline_direct,tri3,tex8_grey,quintic_bspline,0.000000,0.000000,0.000000,0.000000,5.258645,2.323436,16.042781,2.602306,2.738916,5.038787,2.293064,2.670757,2.816045
tri3_tex8_grey_quintic_bspline_lut_lerp,tri3,tex8_grey,quintic_bspline,0.000000,0.000000,0.000000,0.000000,5.261971,1.009713,27.592955,2.102527,2.427887,5.324865,0.999620,2.088140,2.370338
tri3_tex8_rgb_linear_direct,tri3,tex8_rgb,linear,0.000000,0.000000,0.000000,0.000000,1.501587,2.403169,20.366599,1.449512,1.650267,1.524479,2.346773,1.470832,1.677958
tri3_tex8_rgb_cubic_catmull_rom_direct,tri3,tex8_rgb,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,2.466974,2.013423,22.195122,0.875039,1.464010,2.407579,1.973684,0.882764,1.485761
tri3_tex8_rgb_cubic_catmull_rom_lut_lerp,tri3,tex8_rgb,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,4.346153,3.927498,2.964960,4.540826,4.456731,4.169970,4.088056,4.756825,4.266581
tri3_tex8_rgb_cubic_mitchell_netravali_lut_lerp,tri3,tex8_rgb,cubic_mitchell_netravali,0.000000,0.000000,0.000000,0.000000,1.628019,3.890318,7.672634,3.021390,3.675615,1.601939,4.047789,3.115523,3.776011
tri3_tex8_rgb_lanczos3_lut_lerp,tri3,tex8_rgb,lanczos3,0.000000,0.000000,0.000000,0.000000,2.369688,1.337730,17.960089,1.316733,1.847631,2.314834,1.355868,1.299620,1.882411
tri3_tex8_rgb_cubic_bspline_lut_lerp,tri3,tex8_rgb,cubic_bspline,0.000000,0.000000,0.000000,0.000000,3.128979,1.192245,15.968064,2.458974,1.921021,3.230047,1.178198,2.520220,1.915279
tri3_tex8_rgb_quintic_bspline_direct,tri3,tex8_rgb,quintic_bspline,0.000000,0.000000,0.000000,0.000000,3.514037,1.214576,10.845987,2.128476,2.151670,3.617536,1.229510,2.121325,2.129723
tri3_tex8_rgb_quintic_bspline_lut_lerp,tri3,tex8_rgb,quintic_bspline,0.000000,0.000000,0.000000,0.000000,2.432550,2.338033,9.784736,2.796735,2.860573,2.493198,2.394006,2.774758,2.944812
tri3_texfunc_grey_param_constant,tri3,texfunc_grey,constant,0.000000,0.000000,0.000000,0.000000,3.044734,0.498401,15.873016,2.135943,1.770274,2.954769,0.500897,2.091274,1.739481
tri3_texfunc_grey_uv_constant,tri3,texfunc_grey,constant,0.000000,0.000000,0.000000,0.000000,2.543090,1.223689,15.655577,1.582403,1.499182,2.609450,1.208896,1.607845,1.522000
tri3_texfunc_grey_param_sinusoidal,tri3,texfunc_grey,sinusoidal,0.000000,0.000000,0.000000,0.000000,4.227961,0.862437,21.190893,2.087778,1.998401,4.295700,0.861833,2.110822,2.039151
tri3_texfunc_grey_uv_sinusoidal,tri3,texfunc_grey,sinusoidal,0.000000,0.000000,0.000000,0.000000,3.207596,0.407177,21.956088,1.825460,1.816787,3.313892,0.408841,1.859402,1.784369
tri3_texfunc_rgb_param_constant,tri3,texfunc_rgb,constant,0.000000,0.000000,0.000000,0.000000,2.419290,0.722818,12.219959,1.861730,2.044404,2.479270,0.728081,1.897048,2.087072
tri3_texfunc_rgb_uv_constant,tri3,texfunc_rgb,constant,0.000000,0.000000,0.000000,0.000000,2.710344,0.624540,12.175649,1.529744,1.261196,2.699869,0.628465,1.506696,1.277305
tri3_texfunc_rgb_param_sinusoidal,tri3,texfunc_rgb,sinusoidal,0.000000,0.000000,0.000000,0.000000,2.093703,0.515370,21.443737,1.190200,1.241810,2.050766,0.518040,1.204537,1.226578
tri3_texfunc_rgb_uv_sinusoidal,tri3,texfunc_rgb,sinusoidal,0.000000,0.000000,0.000000,0.000000,3.074857,0.465447,17.197452,2.129204,1.045880,2.983130,0.467624,2.092246,1.035054
tri6_nodal_grey,tri6,nodal_grey,nodal,0.000000,0.000000,0.000000,0.000000,2.542061,0.416832,20.366599,1.294383,1.337511,2.583776,0.418576,1.277843,1.355643
tri6_nodal_rgb,tri6,nodal_rgb,nodal,0.000000,0.000000,0.000000,0.000000,1.128957,0.347727,8.355795,1.267008,1.248858,1.141848,0.348941,1.283267,1.264652
tri6_tex8_grey_linear_direct,tri6,tex8_grey,linear,0.000000,0.000000,0.000000,0.000000,2.821179,0.318802,9.980040,1.429631,1.265640,2.793312,0.319822,1.450366,1.281863
tri6_tex8_grey_cubic_catmull_rom_direct,tri6,tex8_grey,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,1.678560,0.654147,21.956088,0.944803,0.933969,1.707217,0.658454,0.953815,0.942774
tri6_tex8_grey_cubic_catmull_rom_lut_lerp,tri6,tex8_grey,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,2.672961,0.291051,6.313646,1.293159,1.379026,2.603374,0.291900,1.310101,1.398309
tri6_tex8_grey_cubic_mitchell_netravali_lut_lerp,tri6,tex8_grey,cubic_mitchell_netravali,0.000000,0.000000,0.000000,0.000000,1.294672,0.535785,5.870841,0.529271,0.668689,1.278124,0.538672,0.532088,0.673191
tri6_tex8_grey_lanczos3_lut_lerp,tri6,tex8_grey,lanczos3,0.000000,0.000000,0.000000,0.000000,2.271525,0.641577,8.316008,1.484900,0.970979,2.324322,0.645720,1.507282,0.980499
tri6_tex8_grey_cubic_bspline_lut_lerp,tri6,tex8_grey,cubic_bspline,0.000000,0.000000,0.000000,0.000000,1.547720,0.335812,24.439919,1.037216,1.211254,1.572051,0.334688,1.048087,1.226105
tri6_tex8_grey_quintic_bspline_direct,tri6,tex8_grey,quintic_bspline,0.000000,0.000000,0.000000,0.000000,4.629767,0.253746,12.142857,2.204519,1.962481,4.854520,0.254392,2.156968,2.001765
tri6_tex8_grey_quintic_bspline_lut_lerp,tri6,tex8_grey,quintic_bspline,0.000000,0.000000,0.000000,0.000000,2.396199,0.386163,5.988024,1.504118,1.260304,2.455027,0.387660,1.527087,1.276391
tri6_tex8_rgb_linear_direct,tri6,tex8_rgb,linear,0.000000,0.000000,0.000000,0.000000,1.813913,0.380935,7.984032,1.438224,1.352014,1.847423,0.382392,1.459211,1.370544
tri6_tex8_rgb_cubic_catmull_rom_direct,tri6,tex8_rgb,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,2.929630,0.470781,10.386965,1.721104,1.814708,3.018047,0.473008,1.751245,1.848248
tri6_tex8_rgb_cubic_catmull_rom_lut_lerp,tri6,tex8_rgb,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,2.472711,0.455988,17.738359,1.386027,1.806793,2.535404,0.458077,1.405507,1.795487
tri6_tex8_rgb_cubic_mitchell_netravali_lut_lerp,tri6,tex8_rgb,cubic_mitchell_netravali,0.000000,0.000000,0.000000,0.000000,1.158746,0.342400,22.160665,0.971431,0.938402,1.172330,0.343576,0.980960,0.929678
tri6_tex8_rgb_lanczos3_lut_lerp,tri6,tex8_rgb,lanczos3,0.000000,0.000000,0.000000,0.000000,1.748475,1.033207,22.443890,1.601389,1.780195,1.757947,1.043993,1.627451,1.812460
tri6_tex8_rgb_cubic_bspline_lut_lerp,tri6,tex8_rgb,cubic_bspline,0.000000,0.000000,0.000000,0.000000,2.787766,0.281571,21.231423,1.666884,1.725145,2.712157,0.282366,1.695140,1.755429
tri6_tex8_rgb_quintic_bspline_direct,tri6,tex8_rgb,quintic_bspline,0.000000,0.000000,0.000000,0.000000,2.365995,0.159127,20.790021,1.012736,1.614163,2.423331,0.159380,1.023097,1.640646
tri6_tex8_rgb_quintic_bspline_lut_lerp,tri6,tex8_rgb,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.869115,0.619828,19.955654,1.075310,0.846950,0.876734,0.616010,1.086998,0.854184
tri6_texfunc_grey_param_constant,tri6,texfunc_grey,constant,0.000000,0.000000,0.000000,0.000000,3.202587,0.318820,18.684211,1.799670,1.671774,3.308546,0.319839,1.767854,1.700198
tri6_texfunc_grey_uv_constant,tri6,texfunc_grey,constant,0.000000,0.000000,0.000000,0.000000,2.799024,1.133009,19.002375,1.864409,1.981535,2.782857,1.145993,1.830285,2.021593
tri6_texfunc_grey_param_sinusoidal,tri6,texfunc_grey,sinusoidal,0.000000,0.000000,0.000000,0.000000,2.579437,0.381947,12.474012,1.391489,1.236744,2.514575,0.383411,1.411124,1.252231
