224,225,221,469,470,467
158,227,226,471,472,473
158,226,183,473,474,475
227,175,226,476,477,472
226,175,177,477,329,478
227,158,228,471,479,480
174,9,229,465,481,482
161,230,163,483,484,301
230,161,218,483,485,486
161,165,218,487,488,485
231,232,38,489,490,491
233,235,234,492,493,494
233,234,28,494,495,496
236,237,228,497,498,499
236,228,4,499,500,501
238,240,239,502,503,504
241,239,240,505,503,506
238,37,240,507,508,502
38,240,37,509,508,104
233,28,239,496,510,511
239,28,29,510,95,512
229,9,10,481,76,513
242,185,243,514,515,516
206,169,244,390,517,518
238,239,29,504,512,519
206,244,12,518,520,521
179,64,65,522,131,341
245,181,242,523,524,525
245,242,55,525,526,527
179,181,245,334,523,528
59,60,246,126,529,530
59,246,58,530,531,125
245,64,179,532,522,528
244,169,224,517,533,534
167,225,169,535,536,321
224,169,225,533,536,469
151,149,247,282,537,538
151,247,232,538,539,540
247,146,145,541,276,542
154,146,247,288,541,543
247,149,154,537,544,543
167,142,225,315,545,535
242,243,54,516,546,547
2,3,156,69,548,549
156,248,2,550,551,549
156,3,4,548,70,552
217,136,249,553,554,555
250,186,219,556,557,558
196,217,249,427,555,559
155,154,149,560,544,291
193,203,192,394,561,358
241,240,251,506,562,563
203,190,192,382,353,561
252,36,238,564,565,566
29,252,238,567,566,519
218,165,155,488,568,439
155,165,164,568,306,569
155,164,152,569,570,571
250,219,225,558,572,573
54,143,53,574,311,120
35,252,253,575,576,577
252,30,253,578,579,576
226,177,187,478,449,580
183,226,187,474,580,581
222,228,237,582,498,583
228,222,227,582,584,480
27,234,26,585,586,93
234,235,25,493,587,588
234,25,26,588,92,586
254,159,184,589,590,591
137,136,173,266,592,355
242,181,185,524,593,514
242,54,55,547,121,526
183,182,158,337,594,475
159,182,178,595,335,596
182,159,158,595,295,594
232,247,251,539,597,598
66,254,184,599,591,600
203,210,198,445,416,601
198,188,203,365,383,601
62,256,255,602,603,604
256,56,255,605,606,603
135,160,257,297,607,608
135,257,164,608,609,304
247,145,251,542,610,597
21,257,160,611,607,612
7,236,6,613,614,73
254,66,0,599,133,615
254,157,159,616,296,589
236,5,6,617,72,614
156,157,248,294,618,550
231,151,232,619,540,489
231,40,151,620,621,619
23,146,153,277,286,622
41,151,40,623,621,107
244,224,223,534,466,624
244,223,11,624,625,626
42,150,41,441,627,108
33,258,32,628,629,99
239,241,233,505,630,511
258,31,32,631,98,629
235,233,259,492,632,633
241,259,233,634,632,630
235,259,24,633,635,636
153,22,23,637,89,622
24,259,23,635,638,90
63,245,256,639,640,641
245,55,256,527,642,640
220,196,162,453,643,644
220,162,46,644,645,646
173,136,217,592,553,647
219,221,225,456,470,572
184,159,178,590,596,339
184,65,66,342,132,600
180,183,185,338,648,649
181,180,185,333,649,593
251,240,232,562,650,598
240,38,232,509,490,650
223,221,176,468,651,652
219,186,187,557,344,451
155,152,154,571,289,560
237,8,222,653,463,583
8,237,7,653,654,74
152,257,153,655,656,285
235,24,25,636,91,587
257,152,164,655,570,609
257,21,22,611,88,657
257,22,153,657,637,656
160,20,21,300,87,612
170,192,167,359,658,320
192,166,167,352,316,658
251,259,241,659,634,563
259,251,145,659,610,660
23,259,145,638,660,278
63,256,62,641,602,129
56,256,55,605,642,122
30,252,29,578,567,96
36,252,35,564,575,102
151,41,150,623,627,283
218,42,230,442,661,486
215,194,217,662,663,426
2,248,1,551,664,68
62,255,61,604,665,128
57,255,56,666,606,123
248,254,1,667,668,664
254,248,157,667,618,616
37,238,36,507,565,103
254,0,1,615,67,668
31,253,30,669,579,97
35,253,34,577,670,101
215,197,141,420,436,671
15,205,14,672,402,81
194,215,141,662,671,432
13,206,12,673,521,79
28,234,27,495,585,94
143,250,142,674,675,275
250,143,186,674,676,556
171,19,20,375,86,677
64,245,63,532,639,130
209,199,214,404,448,678
250,225,142,573,545,675
205,15,148,672,679,459
249,260,196,680,681,559
202,50,211,425,682,446
230,42,43,661,109,683
44,163,230,356,484,684
44,230,43,684,683,110
222,175,227,685,476,584
261,57,58,686,124,687
261,61,255,688,665,689
175,222,174,685,462,327
57,261,255,686,689,666
47,195,220,430,452,690
18,213,200,691,454,692
213,18,172,691,693,461
14,201,13,401,378,80
204,51,52,694,118,386
244,11,12,626,78,520
48,212,47,412,431,114
162,260,161,695,696,303
260,162,196,695,643,681
191,51,204,409,694,434
260,249,161,680,697,696
148,15,16,679,82,280
20,137,171,299,354,677
162,45,46,309,112,645
214,140,209,460,400,678
13,168,206,377,389,673
177,176,221,328,651,455
246,61,261,698,688,699
61,246,60,698,529,127
58,246,261,531,699,687
236,4,5,501,71,617
236,7,237,613,654,497
185,183,187,648,581,343
211,50,51,682,117,408
229,10,223,513,700,701
258,34,253,702,670,703
34,258,33,702,628,100
31,258,253,631,703,669
47,220,46,690,646,113
49,208,48,457,413,115
161,249,165,697,704,487
223,10,11,700,77,625
18,200,17,692,371,84
229,176,174,705,325,482
216,49,50,458,116,424
176,229,223,705,701,652
231,38,39,491,105,706
147,16,17,281,83,370
40,231,39,620,706,106
172,18,19,693,85,374
134,249,136,707,554,263
249,134,165,707,307,704
262,4,228,708,500,709
262,158,156,710,292,711
158,262,228,710,709,479
4,262,156,708,711,552
194,173,217,361,647,663
243,186,143,712,676,713
186,243,185,712,515,345
54,243,143,546,713,574
